Brands,OpSys,ScrSize,ScrResolution,Cpu,Ram,Memory,Gpu,Weight,Price
ASUS,Windows 10,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060,2.9kg,1252
ACER,Chrome OS,11.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,2GB,32GB SSD,Intel HD Graphics,1.3kg,112
ACER,Windows 10,17.3,1600x900,Intel Core i3 6006U 2GHz,4GB,1TB HDD,NVIDIA GeForce 940MX,3.3kg,384
LENOVO,macOS,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,2.8kg,346
LENOVO,Windows 10,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 960<U+039C>,2.6kg,817
ACER,Windows 10,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,8GB,256GB SSD,Intel HD Graphics 615,1.2kg,738
LENOVO,Windows 10,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,2.3kg,982
MSI,Windows 10,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060,2.2kg,948
HP,Windows 10,15.6,Full HD 1920x1080,AMD A12-Series 9720P 2.7GHz,6GB,1TB HDD,AMD Radeon 530,2.1kg,340
DELL,Windows 7,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,1.26kg,1101
DELL,Windows 10,15,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,2.08kg,327
ASUS,Windows 10,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,1TB HDD,Intel HD Graphics 405,2.65kg,199
DELL,Windows 10,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,1.29kg,949
DELL,Linux,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics 520,2.18kg,335
LENOVO,Windows 10,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 960M,2.6kg,661
MSI,Windows 10,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1050,2.2kg,738
LENOVO,Windows 10,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.50GHz,16GB,512GB SSD,Intel HD Graphics 520,1.3kg,1060
RAZER,Windows 10,14,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,NVIDIA GeForce GTX 1060,1.95kg,2248
DELL,Windows 10,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,Intel HD Graphics 620,2.3kg,301
MSI,Windows 10,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060,2.7kg,1027
APPLE,Mac OS X,11.6,1366x768,Intel Core i5 1.6GHz,4GB,256GB Flash Storage,Intel HD Graphics 6000,1.08kg,616
HP,Windows 10,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,2.1kg,307
HP,Windows 7,14,2560x1440,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,1.54kg,1412
DELL,Windows 7,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,2.24kg,474
MSI,Windows 10,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 960M,2.3kg,751
LENOVO,Windows 10,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,1.4kg,963
LENOVO,Windows 10,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,6GB,256GB SSD,AMD Radeon 530,2.2kg,384
ASUS,Windows 10,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,1.45kg,822
ACER,Linux,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,500GB HDD,Intel HD Graphics 520,2.4kg,232
DELL,Windows 10,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,NVIDIA GeForce 940MX,2.77kg,1156
HP,Windows 7,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Intel HD Graphics 520,1.54kg,707
ASUS,Windows 10,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1050 Ti,2.5kg,1028
DELL,Windows 10,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,1.6kg,562
ASUS,Windows 10,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1070,2.34kg,1494
LENOVO,macOS,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,2.3kg,368
DELL,Windows 10,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7Y54 1.2GHz,8GB,256GB SSD,Intel HD Graphics 615,1.24kg,1165
DELL,Linux,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,500GB HDD,Intel HD Graphics,2.2kg,208
HP,Windows 10,15.6,1366x768,AMD A6-Series 9220 2.5GHz,4GB,500GB HDD,AMD Radeon R4 Graphics,1.86kg,256
LENOVO,Windows 10,15.6,Full HD 1920x1080,Intel Core i3 6100U 2.3GHz,6GB,128GB SSD,NVIDIA GeForce 920MX,2.4kg,366
LENOVO,Windows 10,14,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1.9kg,689
DELL,Windows 10,15.6,1366x768,Intel Pentium Quad Core N3700 1.6GHz,4GB,500GB HDD,Intel HD Graphics,2.2kg,285
ASUS,Windows 10,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,2kg,218
ASUS,Windows 10,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 970M,4.0kg,1221
DELL,Windows 10,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,2.29kg,315
LENOVO,Windows 7,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,1.0TB Hybrid,AMD Radeon R5 M330,2.32kg,575
MSI,Windows 10,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 960M,2.4kg,790
LENOVO,Windows 10,14,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,1.8kg,535
ASUS,Windows 10,13.3,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8GB,512GB SSD,Intel HD Graphics 515,1.2kg,468
DELL,Windows 10,15.6,1366x768,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,Intel HD Graphics 620,2.3kg,295
ACER,Linux,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Intel HD Graphics 400,2.4kg,186
DELL,Windows 10,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2GB,500GB HDD,Intel HD Graphics,2.20kg,244
LENOVO,Windows 10,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,NVIDIA GeForce GTX 960M,2.6kg,578
HP,Windows 10,15.6,Full HD 1920x1080,AMD A9-Series 9410 2.9GHz,6GB,1.0TB Hybrid,AMD Radeon R7 M440,2.04kg,353
DELL,Linux,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R5 M430,2.3kg,518
HP,Windows 10,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,1.17kg,134
ASUS,Windows 10,15.6,1366x768,Intel Core i7 6500U 2.5GHz,4GB,500GB HDD,NVIDIA GeForce 920M,2.2kg,463
LENOVO,Windows 10,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 520,1.8kg,410
LENOVO,Windows 10,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 520,1.3kg,963
LENOVO,Windows 10,14,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2GB,64GB Flash Storage,Intel HD Graphics,1.5kg,147
HP,Windows 10,15.6,1366x768,Intel Core i7 6500U 2.5GHz,6GB,1TB HDD,AMD Radeon R5 M330,2.19kg,491
ASUS,Windows 10,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4GB,500GB HDD,Intel HD Graphics,2.2kg,237
ASUS,Windows 10,13.3,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8GB,512GB SSD,Intel HD Graphics 515,1.2kg,468
DELL,Windows 10,15.6,1366x768,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,Intel HD Graphics 620,2.3kg,295
ACER,Linux,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Intel HD Graphics 400,2.4kg,186
DELL,Windows 10,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2GB,500GB HDD,Intel HD Graphics,2.20kg,244
LENOVO,Windows 10,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,NVIDIA GeForce GTX 960M,2.6kg,578
HP,Windows 10,15.6,Full HD 1920x1080,AMD A9-Series 9410 2.9GHz,6GB,1.0TB Hybrid,AMD Radeon R7 M440,2.04kg,353
DELL,Linux,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R5 M430,2.3kg,518
HP,Windows 10,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,1.17kg,134
ASUS,Windows 10,15.6,1366x768,Intel Core i7 6500U 2.5GHz,4GB,500GB HDD,NVIDIA GeForce 920M,2.2kg,463
LENOVO,Windows 10,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 520,1.8kg,410
LENOVO,Windows 10,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 520,1.3kg,963
LENOVO,Windows 10,14,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2GB,64GB Flash Storage,Intel HD Graphics,1.5kg,147
HP,Windows 10,15.6,1366x768,Intel Core i7 6500U 2.5GHz,6GB,1TB HDD,AMD Radeon R5 M330,2.19kg,491
ASUS,Windows 10,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4GB,500GB HDD,Intel HD Graphics,2.2kg,237
ASUS,Windows 10,13.3,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8GB,512GB SSD,Intel HD Graphics 515,1.2kg,468
DELL,Windows 10,15.6,1366x768,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,Intel HD Graphics 620,2.3kg,295
ACER,Linux,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Intel HD Graphics 400,2.4kg,186
DELL,Windows 10,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2GB,500GB HDD,Intel HD Graphics,2.20kg,244
LENOVO,Windows 10,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,NVIDIA GeForce GTX 960M,2.6kg,578
HP,Windows 10,15.6,Full HD 1920x1080,AMD A9-Series 9410 2.9GHz,6GB,1.0TB Hybrid,AMD Radeon R7 M440,2.04kg,353
DELL,Linux,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R5 M430,2.3kg,518
HP,Windows 10,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,1.17kg,134
ASUS,Windows 10,15.6,1366x768,Intel Core i7 6500U 2.5GHz,4GB,500GB HDD,NVIDIA GeForce 920M,2.2kg,463
LENOVO,Windows 10,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 520,1.8kg,410
LENOVO,Windows 10,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 520,1.3kg,963
LENOVO,Windows 10,14,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2GB,64GB Flash Storage,Intel HD Graphics,1.5kg,147
HP,Windows 10,15.6,1366x768,Intel Core i7 6500U 2.5GHz,6GB,1TB HDD,AMD Radeon R5 M330,2.19kg,491
ASUS,Windows 10,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4GB,500GB HDD,Intel HD Graphics,2.2kg,237
SAMSUNG,Windows 11 Pro,16,2880 x 1800,Intel Core i7,32GB,512GB,Intel Iris Xe Graphics,3kg,1399
ACER,Windows 11 Home,15.6,1920 x 1080,Intel Core i7-12650H,16GB,1 TB,NVIDIA GeForce RTX 4060,3kg,949
ASUS,Windows 11 Home,14.5,2560 x 1600,Intel Core i9,32GB,1 TB,NVIDIA GeForce RTX 4070,3.5kg,1999
ASUS,Windows 11 Home,15.6,1920 x 1080,Intel Core i5,16GB,512 GB,NVIDIA GeForce RTX 3050 Ti,4.5kg,893
ACER,Windows 11 Home,14,1920 x 1200,Intel Core i7-1355U,16GB,512 GB,Intel Iris Xe Graphics,2.76kg,699
DELL,Windows 11 Pro,15.6,1920 x 1080,Intel Core i7 Family,64GB,512GB,Intel Core Iris Xe Graphics,3.6kg,1547
SAMSUNG,Windows 11 Pro,15.6,1920 x 1080,Intel Core i5,16GB,256 GB,Intel Iris Xe Graphics,3.48kg,609
MSI,Windows 11 Home,17.3,1920 x 1080,Intel Core i9,16GB,16 GB,NVIDIA GeForce RTX 3060,3.05kg,1299
ACER,Windows 11 Home,17.3,2560 x 1440,AMD Ryzen 7,16GB,1 TB,NVIDIA GeForce RTX 4060,2.61kg,799
MSI,Windows 11 Home,17.3,1920 x 1080,Intel Core i7,32GB,32 GB,NVIDIA GeForce RTX 4060,3.86kg,1399
ACER,Windows 11 Home,17.3,1920 x 1080,AMD Ryzen 7,16GB,1 TB,NVIDIA GeForce RTX 4050,3.61kg,1049
DELL,Windows 11 Pro,13.4,1920 x 1080,Intel Core i7,16GB,512GB,Intel Iris Xe Graphics,2.59kg,1547
ACER,Windows 11 Home,15.6,1920 x 1080,Intel Core i7,16GB,1 TB,NVIDIA GeForce RTX 2050,3.92kg,999
ASUS,Windows 11 Home,15.6,2560 x 1600,Intel Core i9,16GB,1 TB,Intel Iris,3.75kg,989
LENOVO,Windows 10 Home,15.6,1920 x 1080,Ryzen 5,8GB,512GB,NVIDIA GeForce GTX 1650,4.95kg,599
ASUS,Windows 11 Home,16,1920 x 1200,Intel Core i7,16GB,512 GB,NVIDIA GeForce RTX 4060,3.14kg,1280
MSI,Windows 11 Pro,15.6,1920 x 1080,Intel Core i5 Family,16GB,16 GB,NVIDIA GeForce RTX 3050,4.4kg,4199
GIGABYTE,Windows 11 Home,15.6,1920 x 1080,Intel Core i5,16GB,512GB,NVIDIA GeForce RTX 4060,4.39kg,749
LG,Windows 11 Home,14,1920 x 1080,Intel Core i5,16GB,16 GB,Intel Iris,2.75kg,899
ACER,Windows 11 Home,15.6,1920 x 1080,Intel Core i7-12650H,16GB,1 TB,NVIDIA GeForce RTX 4060,3.1kg,949
ASUS,Windows 11 Home,14.5,2880 x 1800,Intel Core i9,32GB,1 TB,NVIDIA GeForce RTX 4050,3.55kg,1949
ASUS,Windows 11 Home,15.6,1920 x 1080,Ryzen 7,16GB,512 GB,NVIDIA GeForce RTX 3050,4.6kg,852
MICROSOFT,Windows 11 Pro,15,2946 x 1664,Intel Core i7,16GB,512GB,Intel Iris Xe Graphics,3.44kg,1503
HP,Windows 11 Home,15.6,1920 x 1080,Ryzen 5,16GB,512GB,NVIDIA GeForce RTX 2050,3.1kg,598
MSI,Windows 10,15.6,1920x1080,Intel Core i5,8GB,256 GB,NVIDIA GeForce GTX 1650,4.1kg,542
LENOVO,Windows 11 Pro,14,1920 x 1200,Intel Core i7 Family,32GB,512GB,Intel Iris Xe Graphics,3.04kg,1547
ACER,Windows 11 Home,14,1920 x 1080,Intel Core i5 Family,16GB,512GB,Intel Iris Xe Graphics,4kg,1547
ASUS,Windows 11 Home,15.6,1920 x 1080,Ryzen 9,32GB,1 TB,NVIDIA GeForce RTX 4060,4.1kg,1399
ACER,Windows 11 Home,14,1920 x 1200,Intel Core i7-1355U,16GB,512 GB,Intel Iris Xe Graphics,2.76kg,699
ACER,Windows 11 Home,17.3,1920 x 1080,AMD Ryzen 7,16GB,1 TB,NVIDIA GeForce RTX 4050,3.61kg,1049
LG,Windows 11 Home,17,2560 x 1600,Intel Core i7,32GB,32 GB,NVIDIA RTX3050,3.2kg,1699
ASUS,Windows 11 Home,17.3,1920 x 1080,AMD Ryzen 7,16,1 TB,NVIDIA GeForce RTX 4050,4.3kg,1299
ASUS,Windows 11 Home,15.6,1920 x 1080,Ryzen 7,16GB,1 TB,NVIDIA GeForce RTX 4050,4.75kg,1000
MSI,Windows 11 Pro,15.6,1920 x 1080,Ryzen 7,16GB,16 GB,AMD Radeon Graphics,2.24kg,799
HP,Windows 10 Home,15.6,1920 x 1080,Core i3 Family,32GB,512GB,Intel UHD Graphics,3.8kg,1547
LG,Windows 11 Pro,17,2560 x 1600,Core i7 Family,32GB,512GB,Intel Iris Xe Graphics,2.98kg,1547
DELL,Windows 11 Home,15.6,1920 x 1080,AMD Ryzen 7,16GB,512 GB,NVIDIA GeForce RTX 4060,3.19kg,1000
HP,Windows 11 Home,15.6,1366 x 768,Intel Core i3 Family,32GB,512GB,Intel UHD Graphics,3.75kg,460
HP,Windows 11 Home,15.6,1366 x 768,Intel Core i3,16GB,1 TB,Intel UHD Graphics,3.74kg,419
SAMSUNG, ,16,1920 x 1080,Intel Core i7,16GB,512GB,Null,3.44kg,1437
ASUS,Windows 11 Pro,13.3,1920 x 1080,Intel Core i7,32GB,1 TB,Intel Iris Xe Graphics,2.2kg,1199
LG,Windows 11 Home,16,2560 x 1600,Intel Core i7,16GB,1 TB,Intel Iris Xe Graphics,2.83kg,899
ASUS,Windows 11 Home,14,2560 x 1600,Intel Core i7,16GB,1 TB,Intel Iris,4.5kg,1199
GIGABYTE,Windows 11 Home,15.6,2560 x 1440,Intel Core i7,16GB,512GB,NVIDIA GeForce RTX 4070,4.96kg,1299
ASUS,Windows 11 Home,16,2560 x 1600,Intel Core i9,16GB,1 TB,NVIDIA GeForce RTX 4050,4.7kg,1566
HP,Windows 11 S,14,1920 x 1080,Intel Core i5,8GB,512GB,Intel Iris,3.3kg,494
ACER,Windows 11 S,15.6,1920 x 1080,Ryzen 3,16GB,512GB,Radeon Vega 6 Graphics,3.97kg,524
ASUS,Windows 11 Home,17.3,1920 x 1080,Ryzen 5,16GB,8 GB,NVIDIA GeForce GTX 1650,4.73kg,778
ASUS,Windows 11 Home,15.6,2560 x 1600,Intel Core i9,16GB,1 TB,Intel Iris,3.75kg,989
ACER,Windows 11 Pro,15.6,1920 x 1080,Intel Core i5 Family,32GB,32 GB,NVIDIA GeForce RTX 3050,4.62kg,1547
LENOVO,Windows 10 Pro,15.6,1920 x 1080,Intel Core i5 Family,32GB,512GB,Intel Iris Xe Graphics,3.59kg,1547
SAMSUNG ELECTRONICS,Windows 11 Home,15.6,1920 x 1080,Intel Core i7,16GB,512 GB,Intel Iris Xe Graphics,2.45kg,1299
ASUS,Windows 11 Home,16,1920 x 1200,Intel Core i7,16GB,512 GB,NVIDIA GeForce RTX 4060,3.14kg,1280
LG,Windows 11 Home,16,1920 x 1080,Intel Core i7,32GB,32 GB,Intel Iris Xe Graphics,2.18kg,1396
ASUS,Windows 11 Pro,15.6,4096 x 2160,Intel Core i9,32GB,1 TB,NVIDIA GeForce RTX 3070 Ti,4.16kg,2931
HP,Windows 11 Home,14,1366 x 768,AMD Ryzen 7 5700U,64GB,512 GB,AMD Radeon Graphics,3.24kg,1547
GIGABYTE,Windows 11 Home,16,1920 x 1200,Intel Intel Core i7,64GB,512GB,NVIDIA GeForce RTX 4050,4.58kg,999
MSI,Windows 11 Home,15.6,1920 x 1080,Intel Core i7-12650H,64GB,8 GB,NVIDIA GeForce RTX 4060,4.4kg,1000
LENOVO,Windows 11 Home,14.5,3072 x 1920,Ryzen 9,32GB,512GB,NVIDIA GeForce RTX 3050,3.2kg,782
ASUS,Windows 11 Home,16,1920 x 1200,Intel Core i9,16GB,1 TB,NVIDIA GeForce RTX 4070,3kg,1981
LG,Windows 11 Home,14,1920 x 1080,Intel Core i7,32GB,32 GB,Intel Iris,2.2kg,1296
ASUS,Windows 11 Home,15.6,1920 x 1080,Intel Core i7,16GB,512 GB,NVIDIA GeForce RTX 3060,4.41kg,1133
LG,Windows 11 Home,14,1920 x 1080,Intel Core i5,8GB,8 GB,Intel Iris,2.2kg,1065
SAMSUNG,Windows 11 Pro,16,1920 x 1080,1.2GHz Cortex A13 Processor,64GB,256 TB,Null,2.71kg,2049
DELL,Windows 11 S,14,1920 x 1080,Intel Core i7,16GB,256 GB,Intel Core I7,3kg,800
LENOVO,Windows 11 Pro,16,1920 x 1200,Intel Core i7 Family,32GB,512GB,Intel Iris Xe Graphics,3.75kg,1547
HP,Windows 11 Pro,17.3,1600 x 900,Intel Core i7 Family,64GB,512GB,Intel Iris Xe Graphics,4kg,1547
HP,Windows 11 Pro,17.3,1920 x 1080,Intel Core i7 Family,64GB,4 TB,NVDIA GeForce RTX 3050,5.5kg,1547
HP,Windows 11 Pro,15.6,1920 x 1080,Intel Core i5-12500H,8GB,512GB,NVIDIA GeForce RTX 3060,4.1kg,4199
SAMSUNG,Windows 11 Pro,16,2880 x 1800,Intel Core i5,16GB,512GB,Intel Iris Xe Graphics,4.9kg,999
LG,Windows 11 Home,16,2560 x 1600,Intel Core i7,16GB,2 TB,Intel Iris Xe Graphics,3.26kg,1857
LG,Windows 11 Home,16,1920 x 1200,Ryzen 7,16GB,16 GB,AMD Radeon Graphics,3.63kg,832
MSI,Windows 11 Home,17.3,1920 x 1080,Intel Core i7,32GB,32 GB,NVIDIA GeForce RTX 4060,4.86kg,1399
LG,Windows 11 Home,16,2560 x 1600,Intel Core i7,32GB,32 GB,Intel Iris,2.64kg,1396
RAZER,Windows 11 Pro,14,2560 x 1440,Ryzen 9,16GB,32 GB,NVIDIA GeForce RTX 4070,4.03kg,2699
DELL,Windows 11 Home,15.6,1920 x 1080,Intel Core i7,16GB,1 MB,Intel Iris Xe Graphics,3kg,1547
ACER,Windows 11 Home,15.6,1920 x 1080,Intel Core i7,8GB,512 GB,NVIDIA GeForce RTX 3050,3.8kg,872
HP,Windows 11 Pro,15.6,1366 x 768,Intel Core i5 Family,16GB,512GB,Intel Iris Xe Graphics,2.99kg,669
RAZER,Windows 11 S,18,2560 x 1600,Intel Intel Core i9,32GB,16 GB,NVIDIA GeForce RTX 4060,2.8kg,2899
DELL,Windows 10 Pro,15.6,1920 x 1080,Intel Core i7 Family,32GB,512GB,NVIDIA GeForce RTX 3060,3.8kg,1547
LENOVO,Windows 11 Pro,15.6,1920 x 1080,Intel Core i7 Family,24GB,512GB,Intel Iris Xe Graphics,4.3kg,1547
GIGABYTE,Windows 11 Home,15.6,1920 x 1080,Intel Core i5,16GB,512GB,NVIDIA GeForce RTX 4060,4.39kg,749
LG,Windows 11 Home,16,2560 x 1600,Intel Core i7,16GB,256 GB,Intel Iris Xe Graphics,2.64kg,799
ASUS,Windows 11 Home,15.6,1920 x 1080,Intel Core i5,8GB,512 GB,NVIDIA GeForce RTX 2050,4.75kg,699
HP,Windows 11 Pro,15.6,1920 x 1080,AMD R Series,16GB,512 GB,AMD Radeon Graphics,3.7kg,423
HP,Windows 11 Pro,17.3,1600 x 900,Intel Intel Core i3,32GB,512GB,Intel,4.6kg,619
ASUS,Windows 11 Home,16,2560 x 1440,Intel Core i9,16GB,16 GB,NVIDIA GeForce RTX 4060,3.2kg,1699
MSI,Windows 11 Pro,16,1920 x 1200,Intel Core i7,16GB,512GB,NVIDIA GeForce RTX 4070,4.07kg,1629
DELL,Windows 11 Home,15.6,1920 x 1080,Intel Core i5,16GB,512 GB,Null,3.65kg,478
HP,Windows 11 Home,17.3,2560 x 1440,Intel Core i7 Family,32GB,512GB,NVIDIA GeForce GTX 3070 Ti 8GB,3.5kg,4199
MSI,Windows 11 Home,15.6,1920 x 1080,Intel Core i7,16GB,512GB,NVIDIA GeForce RTX 4070,4.96kg,1189
LENOVO,Windows 11 Pro,16,1920 x 1200,Ryzen 5,16GB,512GB,AMD Radeon Graphics,4.95kg,639
GIGABYTE,Windows 11 Home,17.3,1920 x 1080,Intel Core i5,16GB,512GB,NVIDIA GeForce RTX 4060,3kg,1096
MSI,Windows 11 Home,14,1920 x 1080,Intel Core i9,32GB,32 GB,Null,4.5kg,1299
MSI,Windows 11 Home,17.3,1920 x 1080,Intel Core i9,16GB,16 GB,NVIDIA GeForce RTX 3060,4.05kg,1299
DELL,Windows 11 Pro,15.6,1920 x 1080,Intel Core i7,64GB,64 GB,Intel Iris Xe Graphics,3.64kg,1547
LG,Windows 11 Home,16,2560 x 1600,Intel Core i7,16GB,1 TB,Intel Iris Xe Graphics,2.83kg,899
MSI,Windows 11 Home,16,2560 x 1440,Intel Core i9,16GB,16 GB,NVIDIA GeForce RTX 4080,2.6kg,2053
MSI,Windows 11 Home,15.6,1920 x 1080,Intel Core i7,16GB,512GB,NVIDIA GeForce RTX 4070,3.7kg,1194
GIGABYTE,Windows 11 Home,15.6,1920 x 1080,Intel Core i5,16GB,512GB,NVIDIA GeForce RTX 4050,4.39kg,849
THUNDERB,Windows 11 Pro,15.6,1920 x 1080,Celeron,16GB,16 GB,Intel UHD Graphics,4.4kg,699
LG,Windows 11 Home,16,2560 x 1600,Intel Core i7,16GB,16 GB,Intel Iris,3.26kg,996
MSI,Windows 11 Pro,13,2880 x 1800,Intel Mobile CPU,16GB,1 TB,Null,2.18kg,1279
ACER,Chrome OS,15.6,1920 x 1080,Celeron N4020,64GB,64 GB,Intel HD Graphics 400,2.76kg,599
MSI,Windows 11 Home,14,1920 x 1080,Intel Core i9,32GB,32 GB,Null,6.5kg,1299
SAMSUNG,Windows 11 Home,14,1920 x 1080,Intel Core i5,16GB,512GB,NVIDIA GeForce MX570,4.45kg,886
